name,white,black,api,native,multiple,hispanic
CELSO,0.0035156073315275593,0.0,0.015301949585674388,0.0,0.0,0.1753329353861703
CESAR,0.0025188040332590742,0.0006397286867990706,0.011942985042477572,0.0,0.0,0.1868301770508372
CEZARY,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
CHAD,0.034913124841145636,0.0033692377504751054,0.001092996398976742,0.017891277531380357,0.0037868746923164307,0.0009803849481498912
CHADWICK,0.03513106391352692,0.0,0.0011063256233545071,0.0,0.0,0.0018493625158282037
CHAN,0.0037335464039088407,0.0,0.11936320430288688,0.0,0.0,0.0
CHANCE,0.03230142874424864,0.017528566018294535,0.0,0.129005527463111,0.0,0.009157686674763755
CHANDA,0.022790710536396648,0.09557546580778115,0.018381000416938135,0.0,0.0,0.0
CHANDLER,0.03175836744913463,0.02844660227299867,0.0029590878118638626,0.0,0.0,0.004946487692938087
CHANDRA,0.02044339954369989,0.05275629237136336,0.03848147077860798,0.048965601664830445,0.0,0.0022949920377145177
CHANG,0.0006752538472141348,0.0,0.1291068673230332,0.0,0.07952436853864506,0.0014037329939418895
CHANH,0.0,0.0,0.13329224377765148,0.0,0.0,0.0
CHANNING,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
CHANTAL,0.024809326534682288,0.0770233338906081,0.012956006095187721,0.0,0.0,0.0061942503542197665
CHANTEL,0.028885859019715767,0.054462235536160884,0.0,0.0,0.0,0.01421558174817342
CHANTELLE,0.027960511155014914,0.055613747172399204,0.008690654294302875,0.0,0.0,0.004835080312466509
CHAO,0.0009539300381279048,0.0,0.12973334086878818,0.0,0.0,0.0
CHARISSA,0.030765136922544522,0.011856304995342775,0.007411048754037421,0.0,0.0,0.012388500708439533
CHARISSE,0.02500940174867166,0.07676744241588847,0.005331689751106059,0.0,0.0,0.017825180875452568
CHARITY,0.03156186500682363,0.031389354232274395,0.002452577285508787,0.05744041733758957,0.0,0.00409979160135409
CHARLA,0.03181195902431035,0.023371421357726047,0.0036522074795076504,0.258011054926222,0.0,0.0
CHARLEEN,0.03210492630193765,0.012368087944782032,0.007730950139103785,0.136538696950008,0.0,0.0
CHARLENE,0.03080086463932834,0.040814690217780704,0.0027458202218196203,0.017891277531380357,0.04796707943600813,0.0035650361750905134
CHARLES,0.03264798759705166,0.023669961411565615,0.0019860544322870067,0.015066338973793985,0.023983539718004064,0.002740621559600832
CHARLEY,0.024359157303206196,0.06785388937982142,0.015141998893141207,0.0,0.0,0.010115790146819332
CHARLIE,0.019425159615361114,0.09903000071649613,0.020033824239781013,0.02542444701827735,0.0,0.01581984802696415
CHARLOTTE,0.03197630652151591,0.029427519592757252,0.0018127745153760598,0.037665847434484964,0.06058999507706289,0.003030280748826936
CHARMAINE,0.02104362518566801,0.11685710678863025,0.01186300969621098,0.129005527463111,0.08583582635917243,0.006105124449842504
CHASE,0.033015983079924975,0.00588550391855145,0.0027591494461973853,0.12994717364897312,0.08709811792327792,0.004612265551523351
CHASITY,0.028968032768318545,0.06917599533253951,0.0,0.25424447018277346,0.0,0.0
CHASTITY,0.030765136922544522,0.03552626640690839,0.0,0.0,0.0,0.012388500708439533
CHAU,0.0007216998790330964,0.0,0.1305997404533429,0.0,0.0,0.0
CHAUNCEY,0.018406919687022343,0.19388044067923835,0.00403875498646284,0.0,0.0,0.0
CHEE,0.0,0.01420197684693937,0.12440165111768212,0.0,0.0,0.0074197315394071315
CHELSEA,0.03394133094462582,0.0049045865987928745,0.0030790508312637486,0.0,0.0,0.003431347318524619
CHELSEY,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
CHEN,0.0026974426171781575,0.0,0.12322867937243878,0.0,0.0,0.0
CHENG,0.0007216998790330964,0.0,0.12925348879118861,0.0,0.0,0.0022504290855258863
CHERI,0.03419142496211254,0.011557764941503209,0.0009063872576880299,0.0,0.0,0.0020276143245827292
CHERIE,0.03323392215230626,0.009553281722866121,0.0026658448755530295,0.0,0.0,0.006105124449842504
CHERISE,0.02189751761680123,0.15131715871754017,0.0043053394740181425,0.0,0.0,0.0
CHERRI,0.03394133094462582,0.010662144779984511,0.0033323060944412865,0.0,0.0,0.0
CHERRIE,0.026270590151140385,0.06273605988542887,0.011756375901188859,0.0,0.0,0.0065507539717288175
CHERRY,0.022697818472758723,0.050154729045047135,0.026658448755530292,0.22128685367759915,0.1489504045644463,0.0026292141791292535
CHERRYL,0.031118841318704307,0.055016667064720075,0.0,0.0,0.0,0.0
CHERYL,0.03314103008866833,0.02226255830060766,0.001466214681554166,0.0075331694868969925,0.021458956589793108,0.0014705774222248367
CHERYLE,0.03289093607118161,0.02030072366109051,0.0021193466760646585,0.0,0.0,0.0035427546989961977
CHERYLL,0.03257653216348403,0.012538682261261784,0.003918791967062953,0.0,0.0,0.0065507539717288175
CHESTER,0.030622226055409256,0.03782928967938504,0.005584945014283596,0.04614066310724408,0.0,0.0016488292309793625
CHET,0.030622226055409256,0.02435233867748462,0.005718237258061248,0.13465540457828373,0.0,0.006372502162974292
CHETAN,0.006252350437167915,0.0,0.10996610111656245,0.0,0.0,0.0
CHEUK,0.0,0.0,0.13329224377765148,0.0,0.0,0.0
CHEYENNE,0.029028769886851033,0.04000436721450188,0.0,0.8832641223386724,0.0,0.0
CHI,0.0009575028098062864,0.0,0.1297200116444104,0.0,0.0,0.0
CHIA,0.0009146295496657064,0.0,0.1298799623369436,0.0,0.0,0.0
CHIEN,0.0,0.0,0.13329224377765148,0.0,0.0,0.0
CHIH,0.0,0.0,0.13329224377765148,0.0,0.0,0.0
CHIN,0.0006252350437167916,0.0,0.12861368602105588,0.0,0.0,0.003899258316505249
CHING,0.001154005252117278,0.0,0.12898690430363333,0.0,0.0,0.0
CHINH,0.0005859345552545933,0.0,0.13110625097969797,0.0,0.0,0.0
CHIRAG,0.003322677660894949,0.0,0.1177903558263106,0.0,0.2941139344365762,0.0
CHITRA,0.004608875465112349,0.0,0.11179220485631629,0.0,0.4077201752060691,0.0
CHLOE,0.028921586736499583,0.02030072366109051,0.01268942160763242,0.0,0.0,0.010605982620894277
CHONG,0.002940391091308111,0.0026868604845560968,0.11811025721137695,0.0,0.16031102864139557,0.0028297474639780947
CHRIS,0.03275517074740311,0.006823772659190087,0.005704908033683482,0.011299754230345488,0.015147498769265723,0.004901924740749455
CHRISTA,0.03505960847995929,0.00456339796583337,0.0,0.0,0.0,0.0017825180875452567
CHRISTAL,0.024809326534682288,0.11847775279518788,0.0037055243770187105,0.0,0.0,0.0
CHRISTEL,0.0322907104292135,0.02460823015220425,0.0,0.0,0.24235998030825157,0.004278043410108615
CHRISTEN,0.03498458027471327,0.008870904456947113,0.0,0.0,0.0,0.0
CHRISTI,0.034484392239739835,0.0,0.0020527005541758326,0.036724201248622836,0.0,0.003431347318524619
CHRISTIAN,0.03038999589631445,0.007804689978948662,0.002625857202419734,0.006591523301034868,0.03408187223084788,0.024041712705766646
CHRISTIANA,0.02715306475570066,0.10235658988785129,0.0,0.0,0.0,0.0
CHRISTIANE,0.03405208686665565,0.0,0.0,0.0,0.0,0.010450012288234067
CHRISTIANNE,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
CHRISTIE,0.03331966867258741,0.010363604726144943,0.0027458202218196203,0.0,0.0,0.005013332121221034
CHRISTIN,0.03491669761282402,0.0,0.0015195315790652267,0.0,0.0,0.0025400882747519905
CHRISTINA,0.0316261748970345,0.007548798504229033,0.003932121191440718,0.024482800832415223,0.01767208189747668,0.014148737319890475
CHRISTINE,0.03338397856279828,0.0059281524976713875,0.004132059557107195,0.005649877115172744,0.013885207205160248,0.0042334804579199845
CHRISTOPH,0.03478807783240228,0.0,0.0035055860113522336,0.0,0.0,0.0
CHRISTOPHE,0.03510248174009987,0.0,0.0023326142661089008,0.0,0.0,0.0
CHRISTOPHER,0.03377698344742027,0.00852971582398761,0.0018660914128871206,0.011299754230345488,0.01767208189747668,0.003988384220882511
CHRISTOS,0.03515250054359721,0.0,0.0,0.0,0.0,0.0035873176511848287
CHRISTY,0.033816283935882464,0.0049045865987928745,0.003558902908863294,0.0,0.036606455359058834,0.0027629030356951475
CHRYSTAL,0.027874764634733755,0.060944819562391464,0.005864858726216664,0.0,0.13885207205160247,0.004901924740749455
CHU,0.0023044377325561745,0.0,0.12469489405399295,0.0,0.0,0.0
CHUAN,0.0011147047636550797,0.0,0.12913352577178874,0.0,0.0,0.0
CHUCK,0.02858217342705333,0.0037104263834346093,0.02317952119293359,0.0,0.1098193660771765,0.0019384884202054665
CHUN,0.0009396389514143781,0.0,0.12890692895736672,0.0,0.0,0.0014705774222248367
